d_fiscal_year,total,total_constant_2019_dollars
2017-2018,7985104.06,8190787.83
2018-2019,9773659.08,9920008.42
2019-2020,12191319.60,12066381.85
2020-2021,14377791.74,13659429.25
2021-2022,14541001.66,13470889.67
