d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,19003.50,19545.75
it_consulting_services,2018-2019,18010.45,18264.18
it_consulting_services,2019-2020,64515.75,63750.91
it_consulting_services,2020-2021,21884.59,20833.60
it_consulting_services,2021-2022,13358.81,12235.38
it_devices_equipment,2017-2018,1640333.66,1690681.87
it_devices_equipment,2018-2019,2139981.43,2174398.67
it_devices_equipment,2019-2020,1995869.83,1976855.26
it_devices_equipment,2020-2021,2186732.32,2080225.76
it_devices_equipment,2021-2022,3263958.03,3021953.08
it_other,2017-2018,271099.64,279410.51
it_other,2018-2019,274353.42,279349.58
it_other,2019-2020,278745.48,276504.04
it_other,2020-2021,292702.21,279079.04
it_other,2021-2022,71784.33,67348.32
it_software_licensing,2017-2018,397819.89,409958.05
it_software_licensing,2018-2019,349837.17,356347.86
it_software_licensing,2019-2020,359703.67,356525.77
it_software_licensing,2020-2021,398002.88,379400.62
it_software_licensing,2021-2022,508729.45,475375.99
