d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,216123.56,222804.17
it_consulting_services,2018-2019,17616.34,18053.30
it_consulting_services,2019-2020,1608714.43,1595783.89
it_devices_equipment,2017-2018,54748.00,56311.52
it_devices_equipment,2018-2019,549194.57,560251.84
it_devices_equipment,2020-2021,119955.26,113929.30
it_devices_equipment,2021-2022,416947.57,387896.42
it_devices_equipment,2022-2023,143046.71,127670.44
it_other,2017-2018,680000.10,700673.38
it_other,2018-2019,1080252.23,1100197.91
it_other,2019-2020,1473141.39,1457222.19
it_other,2020-2021,1219063.31,1160847.64
it_other,2021-2022,1357151.50,1263334.85
it_other,2022-2023,1272730.89,1138346.28
it_software_licensing,2017-2018,10691.50,11001.62
it_software_licensing,2018-2019,201730.40,205204.98
it_software_licensing,2019-2020,60318.02,60504.68
it_software_licensing,2020-2021,46145.92,43660.66
it_software_licensing,2021-2022,755942.06,710235.22
it_software_licensing,2022-2023,142424.25,127575.10
