d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3115620.66,3218744.88
1_facilities_and_construction,2018-2019,1347322.55,1364062.28
1_facilities_and_construction,2019-2020,8412642.16,8392797.81
1_facilities_and_construction,2020-2021,10728908.54,10489806.08
1_facilities_and_construction,2021-2022,12792699.76,9813862.09
10_office_management,2021-2022,859.43,98.90
11_defence,2017-2018,112005133.82,114873552.81
11_defence,2018-2019,119300812.29,120823693.61
11_defence,2019-2020,118648141.76,118404562.13
11_defence,2020-2021,111845089.85,109532703.19
11_defence,2021-2022,110315374.51,83800017.39
2_professional_services,2017-2018,238440.57,244617.22
2_professional_services,2018-2019,227289.22,229954.01
2_professional_services,2019-2020,1376075.98,1372551.12
2_professional_services,2020-2021,1785816.02,1756110.20
2_professional_services,2021-2022,561751.20,360718.75
3_information_technology,2017-2018,745439.60,762104.36
3_information_technology,2018-2019,1831177.19,1855028.99
3_information_technology,2019-2020,1533459.41,1530948.38
3_information_technology,2020-2021,1385164.49,1352035.73
3_information_technology,2021-2022,2527969.25,2012092.87
5_transportation_and_logistics,2017-2018,65909.29,67703.39
6_industrial_products_and_services,2017-2018,3152556.78,3242174.34
6_industrial_products_and_services,2018-2019,796032.93,805346.77
6_industrial_products_and_services,2019-2020,4694884.76,4685054.50
6_industrial_products_and_services,2020-2021,4493549.31,4382074.85
6_industrial_products_and_services,2021-2022,27089007.43,19914826.79
8_security_and_protection,2021-2022,2071.88,0.00
9_human_capital,2018-2019,56975.57,57686.90
9_human_capital,2019-2020,48629.16,48505.65
9_human_capital,2020-2021,24999.89,24864.57
9_human_capital,2021-2022,13503.02,5126.34
