d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,1159825.7351724138
11_defence,2018-2019,589556.7648275862
11_defence,2019-2020,93906.11
11_defence,2020-2021,140396.56
5_transportation_and_logistics,2017-2018,25696.55
5_transportation_and_logistics,2018-2019,11633.630000000001
5_transportation_and_logistics,2020-2021,85477.95
6_industrial_products_and_services,2018-2019,1464129.300396717
6_industrial_products_and_services,2019-2020,1502051.9835841313
6_industrial_products_and_services,2020-2021,61375.26601915185
