d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,1159825.74,1182063.68
11_defence,2018-2019,589556.76,597881.56
11_defence,2019-2020,93906.11,93608.49
11_defence,2020-2021,140396.56,137296.38
11_defence,2021-2022,206669.96,142113.04
5_transportation_and_logistics,2017-2018,25696.55,26230.77
5_transportation_and_logistics,2018-2019,11633.63,11744.62
5_transportation_and_logistics,2020-2021,85477.95,83649.27
6_industrial_products_and_services,2018-2019,1464129.30,1482872.24
6_industrial_products_and_services,2019-2020,1502051.98,1498975.39
6_industrial_products_and_services,2020-2021,61375.27,61498.56
