d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,20045.17,20597.56
1_facilities_and_construction,2018-2019,3006.78,3083.51
1_facilities_and_construction,2019-2020,14690.00,14340.07
1_facilities_and_construction,2021-2022,15865.20,14606.49
10_office_management,2017-2018,40771.70,42040.55
10_office_management,2018-2019,29092.10,29570.78
10_office_management,2019-2020,77826.48,76555.21
10_office_management,2020-2021,32131.14,30596.52
10_office_management,2021-2022,13623.56,12885.72
11_defence,2017-2018,97625.20,100478.60
11_defence,2018-2019,146890.72,149333.14
11_defence,2019-2020,48652.05,48423.92
11_defence,2020-2021,452425.46,432103.62
11_defence,2021-2022,992922.97,930681.30
4_medical,2019-2020,38815.49,38626.89
4_medical,2020-2021,247908.03,234850.90
4_medical,2021-2022,63267.86,59215.91
6_industrial_products_and_services,2017-2018,851365.02,875663.74
6_industrial_products_and_services,2018-2019,782412.63,794830.86
6_industrial_products_and_services,2019-2020,945116.67,936344.91
6_industrial_products_and_services,2020-2021,809189.97,769783.42
6_industrial_products_and_services,2021-2022,1144791.08,1060949.95
