d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,16385.40,16841.90
it_consulting_services,2018-2019,111540.02,112684.39
it_consulting_services,2019-2020,927569.80,917773.58
it_consulting_services,2020-2021,717064.69,682774.38
it_consulting_services,2021-2022,704063.03,658465.29
it_devices_equipment,2017-2018,134203.77,137970.75
it_devices_equipment,2018-2019,482253.50,488539.38
it_devices_equipment,2019-2020,336380.25,334021.58
it_devices_equipment,2020-2021,183645.71,174650.20
it_devices_equipment,2021-2022,350791.59,322107.60
it_other,2017-2018,141853.56,145996.91
it_other,2018-2019,206336.88,209214.49
it_other,2019-2020,320310.59,320651.02
it_other,2020-2021,51255.22,48679.91
it_other,2021-2022,104725.87,95251.57
it_software_licensing,2017-2018,41783.35,43077.92
it_software_licensing,2018-2019,88648.24,89803.54
it_software_licensing,2019-2020,114855.99,114032.30
it_software_licensing,2020-2021,92577.84,88359.24
it_software_licensing,2021-2022,79858.16,74519.54
