d_vendor_name,overall_total
TOTEM OFFISOURCE,845498.2976470588
OPENTEXT,728850
STENO TRAN SERVICES,550630.9500000001
CANON,547235.1843775985
SI SYSTEMS,460986.64
KPMG,342957.27
NISHA TECHONOLOGIES,333629.28
LUMINA IT,327493.1886792453
EXCEL HUMAN RESOURCES,322001.1192614402
ALTIS HUMAN RESOURCES,259009.77000000002
TOSHIBA CLIENT SOLUTIONS CANADA,257029.81
GENESIS INTEGRATION,256715.82
XEROX,232290.37894235158
FREEMAN AUDIO VISUAL,224015.83999999997
ICI INNOVATIONS,223382.0330474732
ESRI,221483.23856995974
LIONBRIDGE,216960
STANTEC,186110.25
PHASELOCK SYSTEMS INTERNATIONAL,175192.04
INTERSOL GROUP,166987.44369060537
EBERHARD VON HUENE ASSOCIATES,162691.46
INSTRUX MEDIA,141386.84417119567
SAMSON ASSOCIATES,141015.18
WOOD ENVIRONMENT INFRASTRUCTURE,106162.65999999999
ADRM TECHNOLOGY CONSULTING,105157.8
RAYMOND CHABOT GRANT THORNTON,95048.23
FOUNDATION OF ADMINISTRATIVE,86990
MICHAEL WAGER CONSULTING,84055.05
GOSS GILROY,81464.61262626262
MAPLESOFT CONSULTING,79582.1218975332
BAIAME TECHNOLOGY AND CONSULTING,77480.33333333334
OPTIMUM TALENT,73450
LGL,73283.75
CALIAN,70818.23
TURTLE ISLAND STAFFING,68490.12000000001
FOUNDATION OF ADMINISTRATIVE JUSTICE,67195
MARGARET MICHAELS HRC,64816.799999999996
CANTERBURY CONSULTING,63179
HACKETT CONSULTING,60918.310000000005
QMR,53222.229999999996
PURELOGIC,52070.4
LARIMAR STRATEGIES,49324.5
MICROSOFT CANADA,48307.5
STRATOS,47121
GOLDER ASSOCIATES,46898.39
BANG THE TABLE CANADA,46649.62585847626
CANADIAN ENVIRONMENTAL NETWORK,44999.31999999999
SOFTCHOICE,43115.97196380057
LANNICK CONTRACT SOLUTIONS,41780.619999999995
IRON MOUNTAIN,40661.94
CHRIS JOSEPH,39973.5
BGC ENGINEERING,39936.05
CIERA ENTERPRISES,39892.5
HATFIELD CONSULTANTS,39795
7792395 ONTARIO,39438.41
UNIVERSITY OF OTTAWA,38075.774566473985
INFO TECH RESEARCH GROUP,37239.964419191914
HUNTER COURCHENE CONSULTING GROUP I,36584.74
GROUPE INTERSOL GROUP,36207.32984293194
SAMSON ASSOCIES,35253.8
CEDROM SNI,34968.637945205475
TWO WORLDS CONSULTING,34944
ENCORE,34151.39
HAROLD TARBELL,33731.25
CSDC SYSTEMS,33404.23660273973
KABOOM COMMUNICATION DESIGN,31611.75
IVAN S CAMERA 2017,31016.09
RAINCOAST VENTURES,30121.88
NORTHERN MICRO,29972.27
OXFAM CANADA,27685
ADAPTEK SYSTEMS,27597.99
ADR EDUCATION PARTNERSHIP,27459
ISTEAD CONSULTING SOLUTIONS,26791.935483870966
GLOBAL UPHOLSTERY,26670.949999999997
EVISION SOFTSIM TECHNOLOGIES INC IN JV,26601.329999999998
MGIS,25376.18087557604
LEARNING TREE INTERNATIONAL,25142.5
LIVING TAPESTRIES,24995.6
C CORE,24995.25
CANADIAN RESEARCH INSTITUTE,24970
CANADIAN RESEARCH INSTITUTE FOR THE ADVANCEMENT OF WOMEN,24970
SWANSON ENVIRONMENTAL STRATEGIES,24948
NEW EARTH,24918.91
DONALD ROSS MANAGEMENT CONSULTING,24916.5
FLEMING COMMUNICATIONS,24901.7
PLANNING SOLUTIONS,24860
AURA ENVIRONMENTAL RESEARCH AND CONSULTING,24806.249999999996
AURA ENVIRONMENTAL RESEARCH AND,24519.000000000004
PRIMEXX VENTURES,24408
DPRA CANADA,24372.559999999998
IEXPRESSIONS CA,23956.000000000004
INGENIUM COMMUNICATIONS,23221.5
HYPERTEC,22487
MORNEAU SHEPELL,21531.645369863014
JOAN HOLMES ASSSOCIATES,21040.6
2080061 ONTARIO,20972.24
CAPITAL OFFICE INTERIORS,20573.22
COURAGEOUS LEADERSHIP PROJECT LIMIT,20551.789393939394
7092661 CANADA,20340
GLOBAL KNOWLEDGE,18025.760000000002
