d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,4969.28,4730.81
1_facilities_and_construction,2021-2022,5966.40,5539.47
10_office_management,2017-2018,525144.26,539165.62
10_office_management,2018-2019,570450.37,577723.09
10_office_management,2019-2020,146879.09,145682.64
10_office_management,2020-2021,91807.40,87212.41
10_office_management,2021-2022,59117.15,55062.40
2_professional_services,2017-2018,293186.01,300674.09
2_professional_services,2018-2019,874161.03,884985.98
2_professional_services,2019-2020,1848566.22,1833434.85
2_professional_services,2020-2021,1958648.72,1858755.26
2_professional_services,2021-2022,2070825.86,1917637.72
3_information_technology,2017-2018,334226.09,342445.85
3_information_technology,2018-2019,888778.65,899649.33
3_information_technology,2019-2020,1699579.87,1686221.62
3_information_technology,2020-2021,1038266.89,985129.65
3_information_technology,2021-2022,1172261.97,1080823.59
7_travel,2019-2020,44749.89,44078.45
8_security_and_protection,2019-2020,15468.34,15094.00
9_human_capital,2017-2018,11852.77,12178.73
9_human_capital,2018-2019,156890.09,159068.85
9_human_capital,2019-2020,91583.48,90690.25
9_human_capital,2020-2021,110181.18,104175.87
9_human_capital,2021-2022,180716.45,166238.99
