d_most_recent_category,total,percentage
2_professional_services,7030881.25,0.4933
3_information_technology,5206103.47,0.3653
10_office_management,1393398.27,0.0978
9_human_capital,551223.97,0.0387
7_travel,44749.89,0.0031
8_security_and_protection,15468.34,0.0011
1_facilities_and_construction,10935.68,8e-4
