d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,468229.18
1_facilities_and_construction,2019-2020,3356007.93
1_facilities_and_construction,2020-2021,4030137.54
5_transportation_and_logistics,2018-2019,0.00
5_transportation_and_logistics,2020-2021,175501.50
