d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1048486.94,1080327.23
1_facilities_and_construction,2018-2019,6552025.69,6659785.25
1_facilities_and_construction,2019-2020,5474200.29,5433189.31
1_facilities_and_construction,2020-2021,5862714.78,5582495.17
1_facilities_and_construction,2021-2022,6797046.53,6308389.70
1_facilities_and_construction,2022-2023,6888560.80,6161319.61
10_office_management,2017-2018,19164.80,19714.96
11_defence,2020-2021,334216.70,316255.92
11_defence,2021-2022,1598548.83,1482416.14
11_defence,2022-2023,686150.46,608811.91
2_professional_services,2017-2018,1104322.56,1138147.38
2_professional_services,2018-2019,178315.23,181914.43
2_professional_services,2019-2020,229831.22,226884.43
2_professional_services,2020-2021,1118576.75,1064449.58
2_professional_services,2021-2022,1100863.28,1011233.81
2_professional_services,2022-2023,1209090.43,1075832.56
3_information_technology,2017-2018,126126.00,129727.97
3_information_technology,2018-2019,50228.78,50777.83
6_industrial_products_and_services,2017-2018,86037.00,88598.14
6_industrial_products_and_services,2018-2019,38127.34,39090.56
6_industrial_products_and_services,2019-2020,11074.00,10987.03
6_industrial_products_and_services,2020-2021,140523.52,135334.41
6_industrial_products_and_services,2022-2023,68892.62,61793.19
7_travel,2021-2022,28082.61,25386.24
7_travel,2022-2023,410006.16,366875.23
