d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1048486.9387364622
1_facilities_and_construction,2018-2019,7119338.677841387
1_facilities_and_construction,2019-2020,6154401.670467795
1_facilities_and_construction,2020-2021,6650607.576405552
10_office_management,2017-2018,19164.8
11_defence,2020-2021,334216.7010813237
2_professional_services,2017-2018,1104322.5591185924
2_professional_services,2018-2019,228544.00999999998
2_professional_services,2019-2020,229831.2236893204
2_professional_services,2020-2021,1106593.1108885345
3_information_technology,2017-2018,126126
6_industrial_products_and_services,2017-2018,86037
6_industrial_products_and_services,2018-2019,38127.34
6_industrial_products_and_services,2019-2020,11074
6_industrial_products_and_services,2020-2021,140523.52
