d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2085237.43,2149118.39
2018-2019,3976014.61,4047433.33
2019-2020,4141327.38,4111242.67
2020-2021,5349718.07,5084914.77
2021-2022,13668866.40,12733401.00
2022-2023,22584.01,20208.27
