owner_org,d_fiscal_year,total
aafc-aac,2017-2018,24998.99
aandc-aadnc,2017-2018,34888.75
cfia-acia,2017-2018,226088.43419117646
cfia-acia,2018-2019,210028.96470197814
cfia-acia,2019-2020,157448.12216277045
cfia-acia,2020-2021,190244.06558807354
dfo-mpo,2018-2019,24860
dfo-mpo,2020-2021,8115.751445086705
dnd-mdn,2020-2021,225219.17
ec,2017-2018,2265.86197044335
ec,2018-2019,218264.87750801345
ec,2019-2020,383502.058181785
ec,2020-2021,357526.93233975826
hc-sc,2017-2018,682991.767297507
hc-sc,2018-2019,811092.6563677895
hc-sc,2019-2020,567440.048918316
hc-sc,2020-2021,409119.15684108675
ic,2020-2021,49078.70700636943
nrcan-rncan,2018-2019,19323
opc-cpvp,2020-2021,39816
phac-aspc,2017-2018,24860
phac-aspc,2019-2020,206758.5377258236
phac-aspc,2020-2021,350428.7311370882
ps-sp,2017-2018,87629.1780821918
ps-sp,2019-2020,23447.5
pwgsc-tpsgc,2017-2018,93089.31087719297
pwgsc-tpsgc,2018-2019,176178.39912280702
pwgsc-tpsgc,2019-2020,30219.42857142857
pwgsc-tpsgc,2020-2021,290.57142857142856
tc,2017-2018,37084.28205128205
tc,2018-2019,89579.88333690682
tc,2019-2020,400911.47909877077
tc,2020-2021,369113.5687821613
