d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,30219.42857142857
1_facilities_and_construction,2020-2021,225509.74142857146
2_professional_services,2017-2018,1019122.0163876018
2_professional_services,2018-2019,1433329.7436149286
2_professional_services,2019-2020,1567885.3539246954
2_professional_services,2020-2021,1583198.8475515507
3_information_technology,2017-2018,87629.1780821918
3_information_technology,2018-2019,115998.03742256637
3_information_technology,2019-2020,157448.12216277045
3_information_technology,2020-2021,190244.06558807354
9_human_capital,2017-2018,107145.38
