owner_org,d_fiscal_year,total
aafc-aac,2017-2018,28597.112701819642
aafc-aac,2018-2019,36753.802069103476
aafc-aac,2019-2020,41881.5138388964
aafc-aac,2020-2021,43264.74110762367
dfatd-maecd,2017-2018,32184.562743740513
dfatd-maecd,2018-2019,34798.93100401606
dfatd-maecd,2019-2020,95886.77866513083
dfatd-maecd,2020-2021,93688.85814846393
dnd-mdn,2017-2018,130063.10957295116
dnd-mdn,2018-2019,33392.959437312886
dnd-mdn,2019-2020,28000
dnd-mdn,2020-2021,22954.337899543378
hc-sc,2017-2018,2055.8372073921973
hc-sc,2018-2019,6201.492402464067
hc-sc,2019-2020,6218.482792607804
hc-sc,2020-2021,6201.492402464067
ic,2017-2018,34499.97528767123
ic,2018-2019,48894.004712328766
ic,2020-2021,7965.849863013699
nrc-cnrc,2017-2018,11937
nrc-cnrc,2018-2019,9443.521978021978
nrc-cnrc,2019-2020,9574.318681318682
nrc-cnrc,2020-2021,9548.159340659342
pc,2017-2018,26692.470803135824
pc,2018-2019,27343.98265565358
pc,2019-2020,12068.066660633485
pc,2020-2021,8539.970669683258
pwgsc-tpsgc,2017-2018,1915572.8905960813
pwgsc-tpsgc,2018-2019,1536333.5798833773
pwgsc-tpsgc,2019-2020,1197608.1021162143
pwgsc-tpsgc,2020-2021,1005329.8259571296
rcmp-grc,2019-2020,16091.459999999997
