d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2983003.87,3073937.45
1_facilities_and_construction,2018-2019,2897895.51,2950857.81
1_facilities_and_construction,2019-2020,3513207.85,3480584.58
1_facilities_and_construction,2020-2021,1262480.00,1203776.09
1_facilities_and_construction,2021-2022,2244166.98,2089171.89
