d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1526359.19
1_facilities_and_construction,2018-2019,1088217.76
1_facilities_and_construction,2019-2020,896147.91
1_facilities_and_construction,2020-2021,533665.32
2_professional_services,2017-2018,102375.00
