d_most_recent_category,total,percentage
3_information_technology,57733306.96,0.924474743677528
2_professional_services,3480390.44,0.05573096760884369
11_defence,950502.59,0.015220254661636502
10_office_management,178270.79,0.0028546232939974086
9_human_capital,107376.94,0.0017194107579944088
