d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,39294.83,40497.15
it_consulting_services,2018-2019,69128.67,70576.86
it_consulting_services,2019-2020,10461.24,10355.53
it_consulting_services,2020-2021,158355.50,150899.85
it_consulting_services,2021-2022,17171.75,15879.09
it_devices_equipment,2019-2020,75981.12,74987.73
it_devices_equipment,2020-2021,226946.57,216225.14
it_devices_equipment,2021-2022,736859.44,685103.40
it_devices_equipment,2022-2023,87922.67,78673.57
it_other,2017-2018,27902.18,28764.66
it_other,2018-2019,214164.38,218268.45
it_other,2019-2020,214751.13,213038.07
it_other,2020-2021,214164.38,203953.17
it_other,2021-2022,458.67,434.35
it_software_licensing,2017-2018,21181890.96,21835122.17
it_software_licensing,2018-2019,23151214.25,23603640.86
it_software_licensing,2019-2020,27914342.54,27686876.42
it_software_licensing,2020-2021,28778350.87,27404933.43
it_software_licensing,2021-2022,28696900.96,26675079.10
it_software_licensing,2022-2023,31986831.41,28621337.69
