d_fiscal_year,total,total_constant_2019_dollars
2017-2018,11763183.58,12075369.09
2018-2019,12429090.79,12587250.18
2019-2020,20252670.89,20211948.62
2020-2021,18004902.45,17621383.05
2021-2022,17742051.86,13417834.23
