d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,286740.03,289561.26
11_defence,2019-2020,76118.92,75603.06
11_defence,2020-2021,13032.83,12332.34
11_defence,2021-2022,544660.00,515009.33
3_information_technology,2017-2018,1501381.16,1539603.19
3_information_technology,2018-2019,181849.78,185002.94
3_information_technology,2019-2020,1115417.21,1102848.31
3_information_technology,2020-2021,1504578.73,1424061.95
3_information_technology,2021-2022,995563.63,769251.17
9_human_capital,2017-2018,23730.00,24299.52
9_human_capital,2021-2022,33617.50,9015.07
