d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,16413.25,16068.20
it_devices_equipment,2017-2018,4704.58,4815.47
it_devices_equipment,2018-2019,73279.33,74172.72
it_devices_equipment,2019-2020,388717.13,385691.10
it_devices_equipment,2020-2021,823650.47,777004.66
it_devices_equipment,2021-2022,255063.60,235388.35
it_other,2017-2018,1465914.28,1503202.16
it_other,2018-2019,108570.45,110830.21
it_other,2019-2020,710286.83,701089.01
it_other,2020-2021,680928.26,647057.30
it_other,2021-2022,740500.03,688126.27
it_software_licensing,2017-2018,30762.30,31585.55
