d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,14950.00,14608.76
it_other,2017-2018,9112.69,9394.38
it_other,2018-2019,9112.69,9287.32
it_other,2019-2020,9137.66,9064.77
it_other,2020-2021,9112.69,8678.21
it_other,2021-2022,9112.69,8472.31
it_other,2022-2023,9112.69,8154.08
