owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2021-2022,1666456.20,1522331.84
ec,2019-2020,160460.00,159846.06
pc,2017-2018,525601.39,540329.47
pc,2018-2019,1162693.98,1183946.83
pc,2019-2020,1165879.44,1156523.14
pc,2020-2021,1162693.98,1108482.75
pc,2021-2022,1162693.98,1088003.73
pwgsc-tpsgc,2017-2018,3123854.53,3219598.29
pwgsc-tpsgc,2020-2021,313010.00,298690.26
pwgsc-tpsgc,2021-2022,248600.00,232194.87
