owner_org,d_fiscal_year,total
cas-satj,2019-2020,62223.2
dfo-mpo,2017-2018,750836.6777249863
dfo-mpo,2018-2019,315465.0960722246
dfo-mpo,2019-2020,221979.42
dfo-mpo,2020-2021,20924.829326923074
dnd-mdn,2017-2018,14505820.09033178
dnd-mdn,2018-2019,13135909.989083754
dnd-mdn,2019-2020,11794094.68263568
dnd-mdn,2020-2021,13813097.055874154
nrcan-rncan,2017-2018,24401.56
pwgsc-tpsgc,2018-2019,52597.91947176686
pwgsc-tpsgc,2019-2020,359201.0633333334
pwgsc-tpsgc,2020-2021,358219.63966302376
ssc-spc,2017-2018,319905.05724172073
ssc-spc,2018-2019,435506.63114754093
ssc-spc,2019-2020,436699.8
ssc-spc,2020-2021,218349.9
