d_fiscal_year,total,total_constant_2019_dollars
2017-2018,15124207.67,15525711.53
2018-2019,13951990.60,14130625.49
2019-2020,12733926.00,12708632.99
2020-2021,14377976.75,14064201.54
2021-2022,12154774.37,9257097.12
