owner_org,d_fiscal_year,total,total_constant_2019_dollars
cas-satj,2019-2020,62223.20,61553.97
dfatd-maecd,2021-2022,9790.54,8966.12
dfo-mpo,2017-2018,275888.25,284327.21
dfo-mpo,2018-2019,318695.68,324472.34
dfo-mpo,2019-2020,83562.49,82986.60
dfo-mpo,2020-2021,20924.83,19845.98
dfo-mpo,2021-2022,58209.07,55297.75
dnd-mdn,2017-2018,14552577.26,14997855.65
dnd-mdn,2018-2019,13068202.42,13303533.85
dnd-mdn,2019-2020,11727601.67,11628312.30
dnd-mdn,2020-2021,12401412.41,11825865.86
dnd-mdn,2021-2022,12465174.73,11656863.48
nrc-cnrc,2018-2019,12526.77,12633.60
nrcan-rncan,2017-2018,24401.56,25159.55
pwgsc-tpsgc,2018-2019,52597.92,53131.16
pwgsc-tpsgc,2019-2020,359201.06,356318.44
pwgsc-tpsgc,2020-2021,358219.64,341517.46
pwgsc-tpsgc,2021-2022,322888.39,303082.31
ssc-spc,2017-2018,319905.06,329261.28
ssc-spc,2018-2019,435506.63,443467.25
ssc-spc,2019-2020,436699.80,433195.24
ssc-spc,2020-2021,218349.90,207887.02
