d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,577074.46,594549.69
it_consulting_services,2018-2019,716729.56,730433.30
it_consulting_services,2019-2020,922916.41,915461.60
it_consulting_services,2020-2021,576569.54,549424.30
it_consulting_services,2021-2022,332678.93,310018.83
it_consulting_services,2022-2023,29533.46,26426.66
it_other,2018-2019,28250.00,28676.76
it_software_licensing,2017-2018,18718.85,19297.47
it_software_licensing,2018-2019,18718.85,19077.56
it_software_licensing,2019-2020,18770.14,18620.41
