d_fiscal_year,total,total_constant_2019_dollars
2017-2018,605092.63,626119.60
2018-2019,102580.00,104616.11
2019-2020,1108443.95,1107168.98
2020-2021,649475.15,623372.89
2021-2022,359029.25,331030.84
