d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,166037.97,170997.67
2_professional_services,2018-2019,504013.60,510413.05
2_professional_services,2019-2020,1340416.55,1329704.59
2_professional_services,2020-2021,1326243.47,1263000.75
2_professional_services,2021-2022,1318432.77,1225780.78
3_information_technology,2017-2018,115005.65,118550.36
3_information_technology,2018-2019,6787.22,6968.42
3_information_technology,2019-2020,4258610.40,4221785.38
3_information_technology,2020-2021,4135817.60,3936104.89
3_information_technology,2021-2022,15357835.15,14263240.86
3_information_technology,2022-2023,15549636.79,13913880.19
