d_fiscal_year,total,total_constant_2019_dollars
2017-2018,92352965.42,94629905.39
2018-2019,79412021.61,80528516.64
2019-2020,62567816.98,61856668.54
2020-2021,169738553.90,160888162.64
2021-2022,220524181.66,150876805.06
