d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,482742.81,496561.70
it_consulting_services,2018-2019,57168.68,58075.52
it_consulting_services,2019-2020,3765475.03,3676314.81
it_consulting_services,2020-2021,3471422.39,3318373.89
it_consulting_services,2021-2022,1136504.57,1053116.00
it_devices_equipment,2017-2018,73075334.97,75177427.62
it_devices_equipment,2018-2019,62553219.35,63541480.52
it_devices_equipment,2019-2020,41692460.80,41299759.58
it_devices_equipment,2020-2021,134056962.64,127737637.60
it_devices_equipment,2021-2022,148958195.62,138805596.37
it_other,2017-2018,2682735.66,2758157.37
it_other,2018-2019,2950142.68,2989303.59
it_other,2019-2020,1629919.66,1596936.23
it_other,2020-2021,2789382.36,2654473.39
it_other,2021-2022,2176634.27,2002153.46
it_software_licensing,2017-2018,2896524.38,2982748.22
it_software_licensing,2018-2019,814258.47,827391.78
it_software_licensing,2019-2020,2206279.67,2186585.29
it_software_licensing,2020-2021,2953977.78,2812833.02
it_software_licensing,2021-2022,3038689.14,2818334.41
