d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,465597.36,454329.66
5_transportation_and_logistics,2017-2018,770611.05,789589.53
5_transportation_and_logistics,2018-2019,1072321.13,1085162.35
5_transportation_and_logistics,2019-2020,624621.41,618445.30
5_transportation_and_logistics,2020-2021,6607.76,6281.80
5_transportation_and_logistics,2021-2022,572458.79,239929.37
6_industrial_products_and_services,2017-2018,606445.53,621689.63
6_industrial_products_and_services,2018-2019,584367.71,593195.09
6_industrial_products_and_services,2019-2020,278220.22,276912.82
6_industrial_products_and_services,2021-2022,550768.63,407461.24
