normalized_vendor_name,original_vendor_name
NORTAK SOFTWARE,NORTAK SOFTWARE LTD
NORTAK SOFTWARE,Nortak Software Ltd
NORTAK SOFTWARE,Nortak Software Ltd.
NORTAK SOFTWARE,NORTAK SOFTWARE LTD.
NORTAK SOFTWARE,NORTAK SOFTWARE  LTD.
