owner_org,d_fiscal_year,total
dnd-mdn,2017-2018,304177.42429284524
dnd-mdn,2018-2019,1929145.977123642
dnd-mdn,2019-2020,5552656.178171021
dnd-mdn,2020-2021,11400183.155877171
pc,2017-2018,549176.8333590733
pc,2018-2019,6936970.526640926
pc,2019-2020,47532452.264217995
pc,2020-2021,33043121.213293392
pwgsc-tpsgc,2017-2018,422444052.93046284
pwgsc-tpsgc,2018-2019,471980241.4737352
pwgsc-tpsgc,2019-2020,512529653.67895454
pwgsc-tpsgc,2020-2021,362369919.9402148
rcmp-grc,2017-2018,3833236.917139973
rcmp-grc,2018-2019,8388581.360948277
rcmp-grc,2019-2020,16166816.663650109
rcmp-grc,2020-2021,15411987.677677674
