d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,392552216.82,404528872.56
1_facilities_and_construction,2018-2019,450110751.35,458330506.86
1_facilities_and_construction,2019-2020,509402327.48,505140397.41
1_facilities_and_construction,2020-2021,397501507.61,378994645.56
1_facilities_and_construction,2021-2022,403940197.12,377950648.25
2_professional_services,2017-2018,34578427.29,35638229.74
2_professional_services,2018-2019,34578427.29,35210485.60
2_professional_services,2019-2020,34777931.47,34498914.04
2_professional_services,2020-2021,3419205.00,3258265.37
2_professional_services,2021-2022,7063034.21,6605246.19
6_industrial_products_and_services,2019-2020,310479.91,304386.42
6_industrial_products_and_services,2020-2021,219793.33,207305.49
