d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,11665.06,11382.76
it_consulting_services,2020-2021,2141586.12,2035967.80
it_consulting_services,2021-2022,2128873.62,1976542.07
it_software_licensing,2018-2019,22600.00,22852.89
it_software_licensing,2019-2020,18479.80,18219.93
it_software_licensing,2020-2021,21352.70,20362.64
it_software_licensing,2021-2022,139859.23,126320.86
