d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,52878.69,54146.64
it_consulting_services,2018-2019,47921.31,48896.37
it_consulting_services,2019-2020,358034.38,351930.47
it_consulting_services,2020-2021,1614445.16,1532446.81
it_consulting_services,2021-2022,3042059.32,2823546.42
it_software_licensing,2017-2018,377856.95,387615.65
it_software_licensing,2018-2019,450711.72,457720.96
it_software_licensing,2019-2020,511125.93,508258.09
it_software_licensing,2020-2021,256106.28,242947.99
it_software_licensing,2021-2022,504732.50,468616.37
