d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,377856.95137420716
1_facilities_and_construction,2018-2019,456758.2346723044
1_facilities_and_construction,2019-2020,454098.12604245485
1_facilities_and_construction,2020-2021,705350.0581351715
11_defence,2019-2020,129717.58481532149
11_defence,2020-2021,129363.16518467852
2_professional_services,2017-2018,228267.1480776909
2_professional_services,2018-2019,719498.1828956042
2_professional_services,2019-2020,1305272.7170733716
2_professional_services,2020-2021,1401266.5508153485
3_information_technology,2017-2018,52878.688524590165
3_information_technology,2018-2019,47921.311475409835
3_information_technology,2019-2020,525788.0211666822
3_information_technology,2020-2021,1244756.7479564254
9_human_capital,2018-2019,22416.16
