d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,1160981.81,1196440.90
2_professional_services,2018-2019,2169888.16,2209895.04
2_professional_services,2019-2020,1000265.41,993140.50
2_professional_services,2020-2021,1774783.46,1686963.35
2_professional_services,2021-2022,1110019.18,1037238.12
2_professional_services,2022-2023,962030.29,858876.20
3_information_technology,2017-2018,148241.88,152824.20
3_information_technology,2018-2019,38230.92,38588.06
3_information_technology,2019-2020,386838.99,382006.32
3_information_technology,2020-2021,145939.23,138391.35
3_information_technology,2021-2022,69280.46,64411.83
3_information_technology,2022-2023,28851.04,26018.65
9_human_capital,2021-2022,30716.54,27880.45
9_human_capital,2022-2023,53029.51,47804.18
