owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2019-2020,24998.99,24394.00
aandc-aadnc,2017-2018,97990.29,100300.13
aandc-aadnc,2018-2019,241003.16,246237.61
cbsa-asfc,2019-2020,26027.00,25397.14
cbsa-asfc,2020-2021,148435.26,141112.99
cgc-ccg,2017-2018,66661.42,68418.86
cic,2019-2020,63342.31,61961.62
cic,2020-2021,246853.45,235021.13
cic,2021-2022,106643.36,100458.55
cnsc-ccsn,2020-2021,38064.95,36466.54
cnsc-ccsn,2021-2022,14009.06,12986.72
cra-arc,2020-2021,176775.59,168074.18
cra-arc,2021-2022,158037.11,147861.80
crtc,2018-2019,183003.50,185372.64
crtc,2019-2020,17413.94,16992.52
crtc,2020-2021,106225.06,101257.23
dnd-mdn,2017-2018,6254.85,6419.75
esdc-edsc,2017-2018,29717.72,30418.23
esdc-edsc,2018-2019,229538.87,232847.53
esdc-edsc,2019-2020,445503.60,441295.15
esdc-edsc,2020-2021,437481.17,415901.44
esdc-edsc,2021-2022,529534.15,490076.69
hc-sc,2017-2018,125832.35,129093.08
hc-sc,2018-2019,650742.36,659069.25
hc-sc,2019-2020,355800.23,356010.43
hc-sc,2020-2021,108796.27,103286.86
ic,2020-2021,267177.81,251579.44
ic,2021-2022,182166.69,172249.74
pch,2018-2019,23625.00,23878.20
pch,2020-2021,69580.05,65725.05
pch,2021-2022,95051.32,89604.36
pco-bcp,2017-2018,766232.73,786088.32
pco-bcp,2018-2019,766232.73,778148.78
pco-bcp,2020-2021,38985.00,36837.47
ps-sp,2017-2018,68292.46,69902.26
ps-sp,2018-2019,75742.55,77387.64
ps-sp,2019-2020,147982.30,146298.80
ps-sp,2020-2021,107531.33,102126.96
ps-sp,2021-2022,69280.46,64323.10
pwgsc-tpsgc,2018-2019,38230.92,38607.08
pwgsc-tpsgc,2019-2020,306036.01,302158.30
pwgsc-tpsgc,2020-2021,76658.76,72364.34
ssc-spc,2017-2018,148241.88,152083.31
tc,2020-2021,98157.99,92808.62
