d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,20717624.01
BANFIELD SEGUIN,10204238.19
MICROSOFT CANADA,6560381.58
RAYMOND CHABOT GRANT THORNTON,5862276.04
NORTHERN MICRO,5249430.10
NISHA TECHONOLOGIES,4408460.25
IBM CANADA,3935432.86
WORLDREACH SOFTWARE,2952998.97
ACART COMMUNICATIONS,2578820.53
"NATIONS TRANSLATION GROUP",2375307.25
ALTIS HUMAN RESOURCES,2291833.10
RICOH,2221704.62
SIERRA SYSTEMS GROUP,2166545.23
LUMINA IT,2129467.47
KPMG,2073053.91
DMTI SPATIAL,1681342.38
MAVERIN,1546857.00
THE MASHA KRUPP TRANSLATION GROUP,1265893.62
QMR,1191045.35
SAS INSTITUTE,1166511.82
HILL KNOWLTON CANADA,1145023.35
TERAMACH TECHNOLOGIES,892763.11
ARTEMP PERSONNEL SERVICES,890268.94
SYNERSOLUTIONS TECHNOLOGIES,886711.00
EBSCO CANADA,882877.72
DONNA CONA,864472.28
IPSS,858893.06
ADRM TECHNOLOGY CONSULTING,858499.05
EKOS RESEARCH ASSOCIATES,852241.34
COMNET NETWORKS AND SECURITY,838399.60
CBCI TELECOM,789730.97
ESRI,788277.31
SAMSON ASSOCIES,785206.22
THE AIM GROUP,782941.36
THOMAS SCHMIDT,772920.00
AECOM,750360.66
BELL CANADA,657790.29
ENVIRONICS RESEARCH GROUP,561240.57
GOOGLE CANADA,559350.00
GARTNER,555395.60
CANADIAN CORPS OF COMMISSIONAIRES,541007.69
DELOITTE,514026.43
ACT,513432.83
IPSOS,497680.15
JANE S GROUP UK,469940.70
WORKDYNAMICS TECHNOLOGIES,459240.28
CARAHSOFT TECHNOLOGY,458283.67
NEWS CANADA,451313.52
DELL COMPUTER,449195.29
PRINTERS PLUS,444601.91
SOLANA NETWORKS,438451.58
HYPERTEC,437144.46
ROGERS,433415.83
JUNO RISK SOLUTIONS,416020.00
THE RIGHT DOOR CONSULTING,411236.38
MCMASTER UNIVERSITY,411025.64
CALIAN,399410.07
TAG HR,391987.03
MAXSYS STAFFING AND CONSULTING,389601.47
AVI SPL,354059.39
GRAYBRIDGE INTERNATIONAL CONSULTING,350083.45
ADGA GROUP,335542.29
IMP GROUP,305100.00
SOFTCHOICE,288457.21
TIREE,226953.60
QUINTET CONSULTING,221506.38
PRICEWATERHOUSE COOPERS,220053.56
ITEX,219541.57
VMWARE,208734.71
CISION CANADA,200529.49
WOLTERS KLUWER,196241.39
PRA,192947.50
JOHN WILEY SONS,189749.29
SPEARHEAD MANAGEMENT CANADA,176562.50
STANTEC,169086.92
PROTAK CONSULTING GROUP,146617.50
MODIS CANADA,144614.31
GC STRATEGIES,142210.50
TEKNION,140857.68
TRANSPOLAR TECHNOLOGY,137442.03
LANSDOWNE TECHNOLOGIES,129526.25
ECOLE DE LANGUES ABCE,127320.86
CSDC SYSTEMS,126463.79
BDO CANADA,126228.06
RISK SCIENCES INTERNATIONAL,123707.16
CONTRACT COMMUNITY,122898.97
HDP GROUP,120603.28
THE HALIFAX GROUP,112797.57
CARLETON UNIVERSITY,109658.41
MEDIA Q,100570.00
INTEGRA NETWORKS,100329.59
NOVA NETWORKS,98910.02
TANKATEK,98554.08
ECLIPSYS SOLUTIONS,97188.26
CHUBB EDWARDS,93269.37
XEROX,90307.82
EXCEL HUMAN RESOURCES,86938.50
LANNICK CONTRACT SOLUTIONS,81252.97
ALIVAKTUK CONSULTING,80456.00
FERENCE COMPANY CONSULTING,80230.00
PRECISIONIT,80114.19
GENERAL DYNAMICS,79989.52
MELTWATER,68081.44
CDW CANADA,66530.06
COFOMO,62150.00
FAST TRACK STAFFING,61782.75
MNP,60818.86
UNIVERSITY OF ONTARIO,60752.26
FORD MOTOR COMPANY,55151.91
LES ENQUETES HENRI,55150.63
PURESPIRIT SOLUTIONS,52446.13
COMMVAULT SYSTEMS,51891.05
HEWLETT PACKARD,50271.68
BRECKENHILL,49578.76
GLOBAL UPHOLSTERY,40766.21
UNIVERSITY OF OTTAWA,39500.00
THINKON,38985.00
LEAN AGILITY,38307.57
ELSEVIER,37998.15
NITAM SOLUTIONS,36995.50
GENERAL MOTORS,34372.57
TOTEM OFFISOURCE,33988.57
FAST FORWARD FRENCH,30516.00
BERLITZ CANADA,30269.75
TURTLE ISLAND STAFFING,29116.91
SUBARU CANADA,28679.80
QUORUS CONSULTING GROUP,28585.01
PUBLIVATE,26309.23
QUANTUM MANAGEMENT SERVICES,26276.35
"NATTIQ",24916.50
ORBIS RISK CONSULTING,24916.50
SIMPLEX GRINNELL,24893.90
CGI,24860.00
DOLOMITE NETWORKS,24860.00
RHEA,24577.50
CISTEL TECHNOLOGY,24385.40
IFATHOM,24000.00
NEWFOUND RECRUITING,23523.55
TRM TECHNOLOGIES,22600.00
UNIVERSITY OF WATERLOO,22600.00
ANIXTER,21873.31
STIFF SENTENCES,21187.50
PANASONIC,20570.14
ECOLE DE LANGUES EAGLE,19992.00
AIR BRAVO,17516.67
SHARP ELECTRONICS,17280.74
JUMPING ELEPHANTS,17274.88
MORPHO CANADA,16192.90
OPENTEXT,15496.94
DARE HUMAN RESOURCES,14944.36
THOMSON REUTERS,14705.88
THALES,14408.58
INSTITUTE ON GOVERNANCE,12500.00
ADVANCED BUSINESS INTERIORS,11435.60
LEXISNEXIS CANADA,11304.00
MOBILE RESOURCE GROUP,8814.00
TOYOTA,7734.87
VERITAAQ TECHNOLOGY HOUSE,1268.83
