d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,44232.49
1_facilities_and_construction,2018-2019,77986.51
1_facilities_and_construction,2019-2020,63582.23
1_facilities_and_construction,2020-2021,17619.84
10_office_management,2017-2018,1096964.22
10_office_management,2018-2019,2874825.46
10_office_management,2019-2020,625315.05
10_office_management,2020-2021,570946.62
2_professional_services,2017-2018,10613776.07
2_professional_services,2018-2019,12642526.75
2_professional_services,2019-2020,9843247.06
2_professional_services,2020-2021,12330111.55
3_information_technology,2017-2018,5228232.54
3_information_technology,2018-2019,4604278.54
3_information_technology,2019-2020,6758442.80
3_information_technology,2020-2021,7391661.03
4_medical,2020-2021,6009.60
5_transportation_and_logistics,2017-2018,63052.37
5_transportation_and_logistics,2019-2020,3000.49
5_transportation_and_logistics,2020-2021,52151.42
6_industrial_products_and_services,2017-2018,24991.08
7_travel,2019-2020,17516.67
8_security_and_protection,2017-2018,104915.11
8_security_and_protection,2018-2019,288364.48
8_security_and_protection,2019-2020,265670.22
8_security_and_protection,2020-2021,265220.02
9_human_capital,2017-2018,1338893.14
9_human_capital,2018-2019,937542.99
9_human_capital,2019-2020,1100642.73
9_human_capital,2020-2021,616127.97
