d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1568651.92,1616684.29
it_consulting_services,2018-2019,2312534.54,2353115.45
it_consulting_services,2019-2020,2972739.40,2943924.34
it_consulting_services,2020-2021,3370884.70,3205818.87
it_consulting_services,2021-2022,4690296.67,4341033.14
it_consulting_services,2022-2023,5594118.92,4994601.29
it_devices_equipment,2017-2018,1971766.55,2029316.77
it_devices_equipment,2018-2019,1870431.27,1895959.08
it_devices_equipment,2019-2020,2649964.08,2622266.48
it_devices_equipment,2020-2021,1966265.51,1868521.53
it_devices_equipment,2021-2022,2715422.19,2479934.88
it_devices_equipment,2022-2023,2513771.74,2232013.33
it_other,2017-2018,1418590.34,1459807.36
it_other,2018-2019,667401.66,677395.48
it_other,2019-2020,2006975.65,1979462.70
it_other,2020-2021,5374285.40,5107610.48
it_other,2021-2022,10086347.61,9355574.81
it_other,2022-2023,8486056.30,7570753.73
it_software_licensing,2017-2018,1020911.86,1051834.31
it_software_licensing,2018-2019,1228556.18,1250032.79
it_software_licensing,2019-2020,2066435.15,2048078.03
it_software_licensing,2020-2021,2380739.48,2264392.27
it_software_licensing,2021-2022,3124296.10,2897239.61
it_software_licensing,2022-2023,2939651.00,2625391.50
