d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,7500305.641313131
BANFIELD SEGUIN,6203679.111121095
NISHA TECHONOLOGIES,3753613.786349347
RAYMOND CHABOT GRANT THORNTON,3342778.0946370726
MICROSOFT CANADA,2750543.5306594777
WORLDREACH SOFTWARE,2693503.5968825947
ACART COMMUNICATIONS,2578820.5271135396
KPMG,2073053.91
NORTHERN MICRO,2065645.9787817614
AMITA,1879205.2139812643
RICOH,1752733.879923708
CORRECTIONAL SERVICES,1497682.4330058643
CORRECTIONAL SERVICES CANADA,1453946.1762337661
THE MASHA KRUPP TRANSLATION,1265893.62
RAYMOND CHABOT GRANT THORNTON CONSULTING,1114885.4253544621
MAVERIN,1068380.0466101693
QMR,930279.8936250072
TERAMACH TECHNOLOGIES,892763.11
ADRM TECHNOLOGY CONSULTING,858499.0539845758
ARTEMP PERSONNEL SERVICES,850944.9381260946
SAS INSTITUTE,844181.3611780822
SIERRA SYSTEMS GROUP,817507.4840989399
THE AIM GROUP,782941.3615384615
"NATIONS TRANSLATION GROUP",691816.4430193971
DMTI SPATIAL,685915.1124242218
THOMAS SCHMIDT,672869.1891891891
EBSCO CANADA,651154.24
LUMINA IT,636882.9891376577
ALTIS HUMAN RESOURCES,583453.8582330593
IHS GLOBAL,576000.5836512261
ESRI,545525.3394246575
EKOS RESEARCH ASSOCIATES,525780.5700000001
BELL CANADA,511729.87999999995
CBCI TELECOM CANADA,498046.62
THE CANADIAN PRESS,468883.1
SYNERSOLUTIONS TECHNOLOGY,466011.99999999994
DELL COMPUTER,449195.29
BELL DISTRIBUTION,447191.85
HILL KNOWLTON CANADA,446441.0220183486
PRINTERS PLUS,444601.91
SOLANA NETWORKS,438451.58171745157
CANADIAN CORPS OF COMMISSIONAIRES,432991.73000000004
IPSOS PARTNERSHIP,399548.6437755102
DONNA CONA,398607.12
MAXSYS STAFFING AND CONSULTING,389601.47119341564
BLOOMBERG FINANCE,372521.49124378106
IBM CANADA,370910.3180814515
JUNO RISK SOLUTIONS,357930.2380030257
IMP GROUP,305100
ROGERS,292691.51340471796
WORKPLACE SAFETY AND,288150
ADGA GROUP,286912.355247545
OVIK,277610.5
MEDIA Q IN,271200
AECOM,267682.06647662487
WORKDYNAMICS TECHNOLOGIES,266287.93313271465
ACT,265867.52999999997
MARS DISCOVERY DISTRICT,262308.98770614696
"NAUT MAWT RESOURCES GROUP",258068.04140944552
SIMNER,242950
THE INFO TECH RESEARCH GROUP,238825.65395095368
GOOGLE CLOUD CANADA,237300
OXFORD ANALYTICA,230620.60785114404
OPTA INFORMATION INTELLIGENCE,230520
TARBELL FACILITATION NETWORK,224203.13196721312
GELDER GINGRAS AND ASSOCIATES,220142.65619047618
ITEX,219541.57
VMWARE,208734.70526027397
CARAHSOFT TECHNOLOGY,206975.22316153534
GRAYBRIDGE INTERNATIONAL CONSULTING,197571.88825331972
QUINTET CONSULTING,197060.2753488372
IPSS,197038.19410958904
ENVIRONICS RESEARCH GROUP,193380.17999999996
LM INFORMATION DELIVERY,187297.5
SOFTCHOICE,179164.16511902586
GARTNER,179152.07
SPEARHEAD MANAGEMENT CANADA,176562.5
THE RIGHT DOOR CONSULTING AND SOLUTIONS,175310.6190615836
SAMSON ASSOCIATES,174017.43181818182
STANTEC,169086.91516853933
THE RIGHT DOOR CONSULTING AND,162720
CLEAR DIRECTION FIRST NATION,152453.57
NEWS CANADA,151436.95
PRIVACY IN DESIGN,149022.13680656935
DIRECTIONS EVIDENCE POLICY,148263.78
PROTAK CONSULTING GROUP,146617.5
MODIS CANADA,144614.3064985994
WORKPLACE SAFETY AND PREVENTION SERVICES,144076.13
GC STRATEGIES,142210.5
CARON TRAINING CENTRE,139982.45121951218
TRANSPOLAR TECHNOLOGY,137442.03
ECOLE DE LANGUES ABCE,137400.86394904926
LANSDOWNE TECHNOLOGIES,129526.25
TAG HR,127496.544
BDO CANADA,126228.06
PURE ENVIRO MANAGEMENT CANADA,125062.32
CONTRACT COMMUNITY,122898.96770833332
HDP GROUP,120603.28
HYPERTEC,120469.29999999999
JOHN WILEY SONS,114825.27988328521
