owner_org,d_fiscal_year,total
aafc-aac,2018-2019,30430.9
acoa-apeca,2017-2018,40813.5
acoa-apeca,2019-2020,13800
acoa-apeca,2020-2021,113525.7
cbsa-asfc,2018-2019,202246.73
cbsa-asfc,2019-2020,811095.285224344
cbsa-asfc,2020-2021,922010.8879803924
ced-dec,2019-2020,59816.32
ced-dec,2020-2021,16039.01
cfia-acia,2019-2020,30430.9
cfia-acia,2020-2021,21481.3
cgc-ccg,2019-2020,45197.25
cgc-ccg,2020-2021,10666.046511627908
cic,2019-2020,44460.83666666666
cic,2020-2021,139762.46333333332
cnsc-ccsn,2017-2018,75484
cnsc-ccsn,2018-2019,76625.3
cra-arc,2018-2019,30430.899999999998
cra-arc,2019-2020,30430.9
cra-arc,2020-2021,269258.45789473684
csps-efpc,2017-2018,60131.92
csps-efpc,2018-2019,58019.850000000006
csps-efpc,2019-2020,59182.340000000004
dfatd-maecd,2018-2019,92356.44
dfatd-maecd,2019-2020,31083.57345844504
dfatd-maecd,2020-2021,93055.96654155497
dfo-mpo,2017-2018,88041.85
dfo-mpo,2018-2019,72828.5
dfo-mpo,2019-2020,114692.41
dfo-mpo,2020-2021,41796.44
dnd-mdn,2017-2018,40103.7
dnd-mdn,2019-2020,52492.79633333333
dnd-mdn,2020-2021,164623.20366666667
elections,2019-2020,33542.810000000005
esdc-edsc,2018-2019,123851.08
esdc-edsc,2019-2020,312500.99
esdc-edsc,2020-2021,662258.1512722299
fcac-acfc,2018-2019,72828.5
hc-sc,2020-2021,41796.44
ic,2017-2018,29549.5
ic,2018-2019,21011.68
ic,2019-2020,61393.670000000006
ic,2020-2021,64443.9
irb-cisr,2019-2020,123904.5
isc-sac,2020-2021,39676.350000000006
jus,2017-2018,79150.84999999999
jus,2019-2020,59511.450000000004
jus,2020-2021,118164.1
lac-bac,2019-2020,25181.54
lac-bac,2020-2021,47258.43671232877
osfi-bsif,2017-2018,127172.06980198021
pc,2020-2021,20958.53
psc-cfp,2017-2018,20402.309999999998
psc-cfp,2018-2019,30962.77
pwgsc-tpsgc,2017-2018,785168.97
pwgsc-tpsgc,2018-2019,239572.63
pwgsc-tpsgc,2019-2020,257209.5700133621
pwgsc-tpsgc,2020-2021,382021.73998663784
rcmp-grc,2018-2019,21016.25
rcmp-grc,2019-2020,65834.7538961039
rcmp-grc,2020-2021,183696.23591521685
ssc-spc,2017-2018,150502.44
ssc-spc,2018-2019,75073.81
ssc-spc,2019-2020,60861.8
ssc-spc,2020-2021,452905.13
tbs-sct,2018-2019,299167.5
tbs-sct,2019-2020,284839.1
tc,2017-2018,247759.2
tc,2018-2019,443445.9
tc,2019-2020,161674.75
tc,2020-2021,100803.91
vac-acc,2018-2019,45063.22929936306
vac-acc,2019-2020,315980.27070063696
