owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,30430.90,30730.31
acoa-apeca,2017-2018,40813.50,41775.56
acoa-apeca,2019-2020,13800.00,13775.60
acoa-apeca,2020-2021,113525.70,107497.33
cbsa-asfc,2018-2019,202246.73,204348.50
cbsa-asfc,2019-2020,811095.29,795120.44
cbsa-asfc,2020-2021,922010.89,873936.23
cbsa-asfc,2021-2022,216905.22,144326.11
ced-dec,2019-2020,59816.32,58368.73
ced-dec,2020-2021,16039.01,15345.80
cfia-acia,2019-2020,30430.90,30484.51
cfia-acia,2020-2021,21481.30,20227.18
cfia-acia,2021-2022,213683.00,149610.76
cgc-ccg,2019-2020,45197.25,44394.68
cgc-ccg,2020-2021,10666.05,10043.34
cgc-ccg,2021-2022,5713.95,5402.89
cic,2019-2020,44460.84,43981.89
cic,2020-2021,139762.46,131625.12
cic,2021-2022,390437.60,159406.00
cnsc-ccsn,2017-2018,75484.00,77305.98
cnsc-ccsn,2018-2019,76625.30,77869.94
cnsc-ccsn,2021-2022,22310.26,2311.10
cra-arc,2018-2019,30430.90,30730.31
cra-arc,2019-2020,30430.90,30377.09
cra-arc,2020-2021,269258.46,255980.87
cra-arc,2021-2022,857273.37,369972.44
csps-efpc,2017-2018,60131.92,61549.35
csps-efpc,2018-2019,58019.85,58897.18
csps-efpc,2019-2020,59182.34,59052.72
dfatd-maecd,2018-2019,92356.44,93369.88
dfatd-maecd,2019-2020,31083.57,30721.37
dfatd-maecd,2020-2021,93055.97,88526.44
dfo-mpo,2017-2018,88041.85,90117.18
dfo-mpo,2018-2019,72828.50,74276.10
dfo-mpo,2019-2020,114692.41,113974.01
dfo-mpo,2020-2021,41796.44,39669.57
dfo-mpo,2021-2022,39951.00,16307.86
dnd-mdn,2017-2018,40103.70,41086.28
dnd-mdn,2019-2020,52492.80,51362.53
dnd-mdn,2020-2021,164623.20,156016.24
dnd-mdn,2021-2022,73653.40,46650.71
ec,2021-2022,19269.81,10912.09
elections,2019-2020,33542.81,33259.74
esdc-edsc,2018-2019,123851.08,125554.59
esdc-edsc,2019-2020,312500.99,306559.38
esdc-edsc,2020-2021,662258.15,627395.65
esdc-edsc,2021-2022,1470687.28,969626.61
fcac-acfc,2018-2019,72828.50,73843.90
feddevontario,2021-2022,92761.70,53898.90
hc-sc,2020-2021,41796.44,40034.27
hc-sc,2021-2022,52341.60,27644.80
ic,2017-2018,29549.50,30246.04
ic,2018-2019,21011.68,21218.41
ic,2019-2020,61393.67,60802.42
ic,2020-2021,64443.90,60681.54
irb-cisr,2019-2020,123904.50,121510.93
isc-sac,2020-2021,39676.35,37359.97
jus,2017-2018,79150.85,81245.09
jus,2019-2020,59511.45,58079.53
jus,2020-2021,118164.10,111724.44
lac-bac,2019-2020,25181.54,25137.01
lac-bac,2020-2021,47258.44,45053.70
lac-bac,2021-2022,29666.95,24840.77
osfi-bsif,2017-2018,127172.07,130390.15
pc,2020-2021,20958.53,19734.93
psc-cfp,2017-2018,20402.31,20902.19
psc-cfp,2018-2019,30962.77,31491.23
psc-cfp,2021-2022,37470.35,35165.44
pwgsc-tpsgc,2017-2018,785168.97,805292.06
pwgsc-tpsgc,2018-2019,239572.63,242730.42
pwgsc-tpsgc,2019-2020,257209.57,251578.25
pwgsc-tpsgc,2020-2021,382021.74,362892.56
pwgsc-tpsgc,2021-2022,57652.60,28717.59
rcmp-grc,2018-2019,21016.25,21223.03
rcmp-grc,2019-2020,65834.75,64241.52
rcmp-grc,2020-2021,183696.24,173561.45
rcmp-grc,2021-2022,239796.98,218135.63
ssc-spc,2017-2018,150502.44,154091.97
ssc-spc,2018-2019,75073.81,76403.00
ssc-spc,2019-2020,60861.80,59499.47
ssc-spc,2020-2021,452905.13,428783.87
ssc-spc,2021-2022,178144.50,124561.04
tbs-sct,2018-2019,299167.50,302524.42
tbs-sct,2019-2020,284839.10,278604.09
tbs-sct,2021-2022,21481.30,0.00
tc,2017-2018,247759.20,253626.85
tc,2018-2019,443445.90,448134.39
tc,2019-2020,161674.75,160224.05
tc,2020-2021,100803.91,95412.79
tc,2021-2022,84471.26,53638.19
vac-acc,2018-2019,45063.23,45506.61
vac-acc,2019-2020,315980.27,314161.79
