d_most_recent_category,total,percentage
9_human_capital,8788578.41,0.8259528757693211
2_professional_services,1741755.77,0.16369065853203102
3_information_technology,57988.79,0.0054498014857894015
7_travel,34643.22,0.003255778788852773
10_office_management,17566.30,0.0016508854240057495
