d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,1044.455242966752
10_office_management,2018-2019,14662.544757033247
2_professional_services,2017-2018,1019834.6461392246
2_professional_services,2018-2019,886992.267312353
2_professional_services,2019-2020,775087.3337913802
2_professional_services,2020-2021,360243.2741201636
3_information_technology,2017-2018,14626978.232999688
3_information_technology,2018-2019,12327136.245280465
3_information_technology,2019-2020,13706628.722894326
3_information_technology,2020-2021,13418907.050040977
