d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,1044.46,1069.08
10_office_management,2018-2019,14662.54,14890.57
11_defence,2021-2022,37290.00,34749.05
2_professional_services,2017-2018,1019834.65,1046337.82
2_professional_services,2018-2019,886992.27,901290.43
2_professional_services,2019-2020,775087.33,768542.23
2_professional_services,2020-2021,360243.27,342824.05
2_professional_services,2021-2022,2084205.59,1294244.04
3_information_technology,2017-2018,14626978.23,14996070.38
3_information_technology,2018-2019,12327136.25,12516079.53
3_information_technology,2019-2020,13706628.72,13588179.37
3_information_technology,2020-2021,13418907.05,12756657.23
3_information_technology,2021-2022,15425617.84,11940375.35
