owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,19105.21
cas-satj,2019-2020,76020.75
cas-satj,2020-2021,117887.25
cbsa-asfc,2017-2018,345025.47
cbsa-asfc,2018-2019,112425.80
cbsa-asfc,2020-2021,603992.56
cic,2017-2018,189704.10
cic,2018-2019,1238981.99
cic,2019-2020,3293640.16
cic,2020-2021,5085518.86
cra-arc,2017-2018,49173.83
csc-scc,2020-2021,50754.50
cta-otc,2020-2021,66091.33
dfatd-maecd,2017-2018,2333.86
dfatd-maecd,2018-2019,38418.91
dfatd-maecd,2020-2021,169439.97
dfo-mpo,2019-2020,66334.83
dfo-mpo,2020-2021,24576.50
dnd-mdn,2018-2019,14921.31
dnd-mdn,2019-2020,64213.70
dnd-mdn,2020-2021,31476.28
ec,2017-2018,107587.79
elections,2017-2018,223370.83
elections,2018-2019,144426.07
elections,2019-2020,312297.86
elections,2020-2021,502882.51
esdc-edsc,2017-2018,817314.65
esdc-edsc,2018-2019,401988.81
esdc-edsc,2019-2020,198429.85
esdc-edsc,2020-2021,150743.54
iaac-aeic,2019-2020,105157.80
ic,2017-2018,17161.88
nserc-crsng,2017-2018,359939.33
nserc-crsng,2018-2019,437926.18
nserc-crsng,2019-2020,439125.98
nserc-crsng,2020-2021,437926.18
pco-bcp,2017-2018,5148608.66
pco-bcp,2018-2019,397066.55
pco-bcp,2019-2020,398947.56
pco-bcp,2020-2021,649930.26
ps-sp,2017-2018,285905.25
ps-sp,2018-2019,285905.25
ps-sp,2019-2020,286688.55
psc-cfp,2017-2018,121686.56
psc-cfp,2018-2019,446495.91
psc-cfp,2019-2020,450451.14
psc-cfp,2020-2021,713625.10
pwgsc-tpsgc,2017-2018,39900.43
rcmp-grc,2018-2019,77637.52
rcmp-grc,2019-2020,120833.62
rcmp-grc,2020-2021,100608.78
ssc-spc,2017-2018,4858808.45
ssc-spc,2018-2019,6515079.46
ssc-spc,2019-2020,7450274.10
ssc-spc,2020-2021,4887101.75
tc,2017-2018,3062231.03
tc,2018-2019,3117517.30
tc,2019-2020,1219300.16
tc,2020-2021,186594.98
