d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,13418877.80,13756504.42
it_consulting_services,2018-2019,11208057.37,11379587.53
it_consulting_services,2019-2020,13057965.80,12945140.31
it_consulting_services,2020-2021,13055138.37,12416541.69
it_consulting_services,2021-2022,13210492.56,12253468.65
it_other,2017-2018,1712816.92,1757236.09
it_other,2018-2019,1691101.84,1717400.97
it_other,2019-2020,1006537.10,998042.96
it_software_licensing,2017-2018,246095.26,252608.74
it_software_licensing,2018-2019,79452.82,81032.91
