d_fiscal_year,total,total_constant_2019_dollars
2017-2018,16376282.01,16871816.15
2018-2019,14774817.93,15054222.43
2019-2020,15878464.86,15749425.67
2020-2021,15222373.58,14496791.49
2021-2022,19080127.50,17719464.52
2022-2023,39165963.08,34998449.59
