d_fiscal_year,total,total_constant_2019_dollars
2017-2018,9318087.60,9557605.13
2018-2019,9841386.33,9987220.61
2019-2020,11279765.94,11173325.25
2020-2021,10254904.93,9738944.24
2021-2022,13899688.58,10300082.01
