d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,327380.2741969085
1_facilities_and_construction,2019-2020,459367.72580309154
1_facilities_and_construction,2020-2021,788401.0074873096
2_professional_services,2017-2018,387984.27140007226
2_professional_services,2018-2019,289889.9099365912
2_professional_services,2019-2020,1298052.044491868
2_professional_services,2020-2021,1456788.9012063316
6_industrial_products_and_services,2018-2019,22500
6_industrial_products_and_services,2019-2020,12000
8_security_and_protection,2020-2021,12768.982499999998
9_human_capital,2017-2018,123619.35270080372
9_human_capital,2018-2019,73560.85955011878
9_human_capital,2019-2020,94495.90163934426
9_human_capital,2020-2021,73187.16685380643
NA,2017-2018,147000
NA,2018-2019,131250
NA,2019-2020,120750
NA,2020-2021,40303.2
