owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,25237.68,25969.48
aafc-aac,2018-2019,9161.07,9405.65
aafc-aac,2021-2022,3477.38,3143.50
aafc-aac,2022-2023,21512.62,19249.58
cnsc-ccsn,2022-2023,29196.03,26038.52
csa-asc,2017-2018,72918.20,75172.18
csa-asc,2018-2019,72918.20,74315.54
csa-asc,2019-2020,73117.97,72534.71
csa-asc,2020-2021,54738.59,52307.96
dfatd-maecd,2019-2020,21808.00,21783.90
dfo-mpo,2017-2018,10477.95,10836.13
dfo-mpo,2019-2020,471359.75,464175.37
dfo-mpo,2020-2021,65100.00,61457.57
dfo-mpo,2022-2023,29315.79,26060.21
dnd-mdn,2017-2018,53586.16,55225.39
dnd-mdn,2018-2019,309794.12,313759.13
dnd-mdn,2019-2020,575438.23,570379.75
dnd-mdn,2020-2021,1605605.57,1531355.71
dnd-mdn,2021-2022,365881.44,344547.85
dnd-mdn,2022-2023,323373.51,290516.86
ec,2017-2018,63535.13,65400.31
ec,2018-2019,20000.00,20217.66
ec,2019-2020,42730.00,41754.68
ec,2020-2021,220791.85,209156.48
ec,2021-2022,138118.88,127543.48
ec,2022-2023,191303.17,169987.94
esdc-edsc,2019-2020,25300.00,24722.52
esdc-edsc,2020-2021,12399.09,11683.37
esdc-edsc,2021-2022,61850.88,57365.85
hc-sc,2017-2018,42844.00,44158.01
hc-sc,2019-2020,82283.46,81057.47
hc-sc,2020-2021,17716.54,16735.56
ic,2022-2023,22600.00,20093.59
nrc-cnrc,2018-2019,42922.09,43359.84
nrc-cnrc,2019-2020,358862.77,352038.90
nrc-cnrc,2020-2021,204565.30,194871.19
nrc-cnrc,2021-2022,251589.75,232356.28
nrc-cnrc,2022-2023,297133.03,265366.69
nrcan-rncan,2017-2018,240159.57,247212.38
nrcan-rncan,2018-2019,210888.41,213329.69
nrcan-rncan,2019-2020,235506.90,233766.84
nrcan-rncan,2020-2021,128593.20,121723.70
nrcan-rncan,2021-2022,265204.73,242455.79
nrcan-rncan,2022-2023,217099.60,192728.92
pc,2018-2019,2817.76,2844.08
pc,2019-2020,15392.52,15269.74
pc,2020-2021,15350.47,14618.57
pc,2021-2022,15350.47,14271.72
pc,2022-2023,14088.79,12619.14
phac-aspc,2017-2018,124844.94,128681.05
phac-aspc,2018-2019,176079.40,179209.59
phac-aspc,2019-2020,77335.01,76718.11
phac-aspc,2020-2021,8549.50,8076.42
phac-aspc,2021-2022,29719.69,27631.16
phac-aspc,2022-2023,29719.69,26593.30
sshrc-crsh,2019-2020,5531.05,5404.81
sshrc-crsh,2020-2021,22492.95,21247.50
tc,2017-2018,25000.00,25772.65
vac-acc,2020-2021,16065.57,15325.03
vac-acc,2021-2022,23934.43,22252.45
