owner_org,d_fiscal_year,total
ec,2017-2018,17993.71
esdc-edsc,2020-2021,11253312.53
iaac-aeic,2017-2018,17993.71
ic,2020-2021,17955.00
nrc-cnrc,2017-2018,11300.00
nrcan-rncan,2017-2018,58921.86
pch,2017-2018,27087.60
pwgsc-tpsgc,2017-2018,25750.38
pwgsc-tpsgc,2018-2019,1180.53
tc,2017-2018,40122.74
tc,2019-2020,23248.36
tc,2020-2021,10651.64
