d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,30523.50,31255.98
it_software_licensing,2019-2020,7709.93,7523.34
it_software_licensing,2020-2021,2806413.19,2668043.42
