d_fiscal_year,total,total_constant_2019_dollars
2017-2018,9049440.73,9280373.26
2018-2019,6124303.56,6215469.34
2019-2020,4222873.79,4169829.24
2020-2021,2246017.90,2128523.13
2021-2022,3250316.11,3023204.24
