d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,39472.6
1_facilities_and_construction,2018-2019,3262512.15
1_facilities_and_construction,2019-2020,1066114.1817664672
1_facilities_and_construction,2020-2021,1572912.958233533
2_professional_services,2017-2018,120428.58
5_transportation_and_logistics,2020-2021,329420.95
