d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,146249.88,149739.15
10_office_management,2018-2019,395690.20,400549.33
10_office_management,2019-2020,251188.55,245836.28
10_office_management,2020-2021,273821.87,259688.66
10_office_management,2021-2022,217534.48,199235.51
2_professional_services,2017-2018,52828.83,54125.00
2_professional_services,2018-2019,64463.51,65097.77
2_professional_services,2019-2020,491257.75,483651.60
2_professional_services,2020-2021,492309.55,466317.27
2_professional_services,2021-2022,746998.36,679403.10
3_information_technology,2017-2018,127577.05,130645.07
3_information_technology,2018-2019,225285.84,227502.43
3_information_technology,2019-2020,101449.34,98994.21
3_information_technology,2021-2022,243339.97,221121.10
6_industrial_products_and_services,2017-2018,21290.85,21792.72
6_industrial_products_and_services,2019-2020,13017.60,12702.57
9_human_capital,2017-2018,232925.25,238415.78
9_human_capital,2021-2022,27324.45,24814.57
